Step,Value
0,247.93338
1,245.02876
2,245.02876
3,245.02876
4,245.02876
5,245.02876
6,245.02876
7,245.02876
8,245.02876
9,245.02876
10,245.02876
11,243.01898
12,243.01898
13,240.24664
14,240.24664
15,240.24664
16,240.24664
17,240.24664
18,240.24664
19,240.24664
20,240.24664
21,240.24664
22,222.52977
23,222.52977
24,222.52977
25,222.52977
26,222.52977
27,222.52977
28,222.52977
29,222.52977
30,222.52977
31,222.52977
32,222.52977
33,222.52977
34,222.52977
35,222.52977
36,222.52977
37,222.52977
38,222.52977
39,222.52977
40,222.52977
41,222.52977
42,222.52977
43,222.52977
44,222.52977
45,222.52977
46,222.52977
47,222.52977
48,222.52977
49,222.52977
50,222.52977
51,222.52977
52,222.52977
53,222.52977
54,222.52977
55,222.52977
56,222.52977
57,222.52977
58,222.52977
59,222.52977
60,222.52977
61,222.52977
62,222.52977
63,222.52977
64,222.52977
65,222.52977
66,222.52977
67,219.9374
68,219.9374
69,219.9374
70,219.9374
71,219.9374
72,219.9374
73,219.9374
74,219.9374
75,219.9374
76,219.9374
77,219.9374
78,219.9374
79,219.9374
80,219.9374
81,208.82724
82,208.82724
83,208.82724
84,208.82724
85,208.82724
86,204.80122
87,204.80122
88,204.7729
89,204.7729
90,204.7729
91,204.7729
92,204.7729
93,204.7729
94,204.7729
95,203.66151
96,199.78033
97,199.78033
98,199.78033
99,161.12827
100,161.12827
101,161.12827
102,161.12827
103,161.12827
104,161.12827
105,161.12827
106,161.12827
107,161.12827
108,161.12827
109,161.12827
110,161.12827
111,161.12827
112,161.12827
113,161.12827
114,161.12827
115,161.12827
116,161.12827
117,161.12827
118,161.12827
119,161.12827
120,161.12827
121,161.12827
122,161.12827
123,161.12827
124,161.12827
125,161.12827
126,161.12827
127,160.7764
128,160.7764
129,158.91707
130,135.94615
131,135.94615
132,135.94615
133,118.05376
134,118.05376
135,116.59279
136,116.59279
137,116.59279
138,116.59279
139,113.68263
140,111.799965
141,107.611824
142,104.4275
143,102.21267
144,102.21267
145,96.33969
146,90.113625
147,85.388756
148,79.30806
149,78.012886
150,77.39816
151,75.36537
152,71.61969
153,71.61969
154,71.61969
155,71.61969
156,71.59091
157,69.36191
158,68.93184
159,68.93184
160,68.93184
161,67.17973
162,67.17973
163,66.019684
164,65.47299
165,63.958313
166,63.937775
167,63.11473
168,63.11473
169,60.868164
170,60.868164
171,60.543518
172,59.161957
173,56.13797
174,56.13797
175,56.13797
176,56.13797
177,56.128662
178,56.128662
179,56.128662
180,56.04457
181,56.04457
182,55.518356
183,55.518356
184,54.096146
185,51.77661
186,50.836548
187,50.706467
188,50.49414
189,50.010406
190,50.010406
191,49.53949
192,48.961823
193,48.812775
194,48.79416
195,48.622757
196,48.461884
197,47.666733
198,47.5356
199,47.46707
200,46.85637
201,46.85637
202,46.760193
203,46.61801
204,46.532623
205,46.532623
206,46.45697
207,46.337784
208,46.143967
209,46.055954
210,45.923874
211,45.765915
212,45.704025
213,45.585327
214,45.538834
215,45.447998
216,45.314697
217,45.108
218,45.066223
219,44.988464
220,44.90834
221,44.8656
222,44.823532
223,44.76274
224,44.75122
225,44.715195
226,44.686417
227,44.67865
228,44.63463
229,44.605637
230,44.57184
231,44.533447
232,44.494995
233,44.44821
234,44.309525
235,44.24025
236,44.205444
237,44.098633
238,44.042984
239,43.99524
240,43.990143
241,43.942703
242,43.9106
243,43.880768
244,43.870087
245,43.86371
246,43.8609
247,43.85405
248,43.850403
249,43.847443
250,43.843384
251,43.840027
252,43.837433
253,43.83629
254,43.83348
255,43.83229
256,43.83069
257,43.82953
258,43.828476
259,43.827286
260,43.825775
261,43.825775
262,43.825455
263,43.825455
264,43.825195
265,43.825104
266,43.825027
267,43.824905
268,43.824814
269,43.824646
270,43.824326
271,43.824036
272,43.823257
273,43.822723
274,43.82167
275,43.820755
276,43.819504
277,43.818054
278,43.816788
279,43.81578
280,43.814316
281,43.813034
282,43.812622
283,43.812576
284,43.81256
285,43.812515
286,43.8125
287,43.812424
288,43.812347
289,43.812347
290,43.812332
291,43.8123
292,43.81227
293,43.81224
294,43.812225
295,43.81221
296,43.812164
297,43.81215
298,43.81212
299,43.812088
