Step,Value
0,190.12315
1,190.12315
2,190.12315
3,190.12315
4,190.12315
5,190.12315
6,190.12315
7,190.12315
8,190.12315
9,190.12315
10,190.12315
11,190.12315
12,179.14703
13,179.14703
14,179.14703
15,179.14703
16,179.14703
17,179.14703
18,179.14703
19,179.14703
20,179.14703
21,179.14703
22,179.14703
23,179.14703
24,179.14703
25,179.14703
26,179.14703
27,179.14703
28,179.14703
29,179.14703
30,179.14703
31,179.14703
32,179.14703
33,179.14703
34,179.14703
35,179.14703
36,179.14703
37,179.14703
38,179.14703
39,179.14703
40,179.14703
41,179.14703
42,179.14703
43,179.14703
44,179.14703
45,179.14703
46,179.14703
47,179.14703
48,179.14703
49,179.14703
50,179.14703
51,179.14703
52,179.14703
53,179.14703
54,179.14703
55,179.14703
56,179.14703
57,179.14703
58,179.14703
59,179.14703
60,179.14703
61,179.14703
62,179.14703
63,179.14703
64,179.14703
65,179.14703
66,179.14703
67,179.14703
68,166.97127
69,166.97127
70,166.97127
71,166.97127
72,166.97127
73,166.97127
74,166.97127
75,166.97127
76,166.97127
77,166.97127
78,166.97127
79,166.97127
80,166.97127
81,166.97127
82,159.077
83,154.89606
84,154.89606
85,133.62971
86,133.62971
87,133.62971
88,131.35486
89,131.35486
90,131.35486
91,131.35486
92,123.92333
93,123.92333
94,123.92333
95,119.69246
96,115.373985
97,109.50401
98,109.50401
99,109.50401
100,109.50401
101,109.50401
102,109.50401
103,109.50401
104,109.50401
105,109.50401
106,109.50401
107,109.50401
108,100.022095
109,100.022095
110,100.022095
111,93.893616
112,93.893616
113,93.893616
114,93.893616
115,93.893616
116,93.893616
117,93.893616
118,93.893616
119,93.893616
120,93.893616
121,93.893616
122,93.893616
123,93.893616
124,86.43158
125,86.43158
126,86.43158
127,86.43158
128,86.43158
129,86.43158
130,86.43158
131,82.388245
132,82.388245
133,75.84872
134,75.84872
135,75.84872
136,75.84872
137,74.75429
138,71.5094
139,71.5094
140,69.323135
141,69.323135
142,69.323135
143,68.76318
144,68.76318
145,68.76318
146,64.61488
147,64.61488
148,64.61488
149,64.61488
150,64.61488
151,64.61488
152,63.489
153,60.79648
154,59.481247
155,59.481247
156,59.481247
157,58.317978
158,58.317978
159,57.670883
160,57.186646
161,55.778778
162,54.90686
163,54.50142
164,54.34532
165,52.963165
166,52.35112
167,52.35112
168,52.25508
169,51.029602
170,50.82794
171,50.22357
172,50.22336
173,50.22336
174,50.22336
175,49.866104
176,49.866104
177,49.866104
178,49.834396
179,49.64157
180,49.35048
181,49.284424
182,49.22673
183,49.152573
184,48.76114
185,47.15468
186,46.345993
187,46.345993
188,46.345993
189,46.345993
190,46.345993
191,46.291626
192,46.291626
193,46.291626
194,46.18373
195,46.151382
196,46.08185
197,46.08185
198,44.61769
199,44.61769
200,43.959396
201,43.343185
202,43.343185
203,43.343185
204,43.343185
205,43.26996
206,43.26996
207,43.247284
208,43.247284
209,43.18431
210,42.791504
211,42.530792
212,42.530792
213,42.530792
214,42.403625
215,42.403625
216,42.359406
217,42.166138
218,42.10997
219,42.09369
220,42.08896
221,42.074768
222,42.01111
223,41.997604
224,41.980698
225,41.93489
226,41.932358
227,41.92807
228,41.92224
229,41.91234
230,41.899353
231,41.892014
232,41.87738
233,41.87738
234,41.87715
235,41.871246
236,41.863815
237,41.855927
238,41.85063
239,41.848755
240,41.837646
241,41.832672
242,41.828705
243,41.824554
244,41.820038
245,41.815094
246,41.814163
247,41.812424
248,41.81134
249,41.805878
250,41.803513
251,41.800964
252,41.79814
253,41.796967
254,41.795197
255,41.795197
256,41.79471
257,41.793793
258,41.792633
259,41.79213
260,41.79187
261,41.55507
262,40.860275
263,40.860275
264,40.860275
265,40.860275
266,40.84767
267,40.820618
268,40.820618
269,40.813156
270,40.813156
271,40.812576
272,40.80606
273,40.80455
274,40.80365
275,40.80191
276,40.800858
277,40.800278
278,40.79915
279,40.79915
280,40.799133
281,40.798492
282,40.79834
283,40.797882
284,40.797592
285,40.797348
286,40.797165
287,40.7968
288,40.79648
289,40.796097
290,40.79564
291,40.79532
292,40.795044
293,40.794785
294,40.794693
295,40.794678
296,40.794647
297,40.794556
298,40.794556
299,40.794556
