Step,Value
0,37828.49
1,37722.586
2,37660.074
3,31302.438
4,31302.438
5,31302.438
6,31302.438
7,29124.326
8,29124.326
9,29124.326
10,20206.186
11,20206.186
12,20206.186
13,20206.186
14,20206.186
15,20206.186
16,20206.186
17,20206.186
18,20206.186
19,19852.959
20,19852.959
21,19852.959
22,18350.773
23,13066.03
24,13066.03
25,13066.03
26,13066.03
27,13066.03
28,12576.701
29,12576.701
30,12576.701
31,12576.701
32,12576.701
33,12576.701
34,12015.082
35,12015.082
36,12015.082
37,12015.082
38,11665.868
39,11665.868
40,11189.212
41,11189.212
42,11189.212
43,11189.212
44,11189.212
45,9325.831
46,9325.831
47,9325.831
48,9325.831
49,9325.831
50,9025.368
51,9025.368
52,7331.063
53,7331.063
54,6793.0967
55,6793.0967
56,6793.0967
57,6606.219
58,6606.219
59,6606.219
60,6362.9326
61,6362.9326
62,6362.9326
63,6362.9326
64,6362.9326
65,6362.9326
66,6362.9326
67,4956.3994
68,4956.3994
69,4956.3994
70,4956.3994
71,4956.3994
72,4956.3994
73,4956.3994
74,4956.3994
75,4956.3994
76,4956.3994
77,4956.3994
78,4956.3994
79,4956.3994
80,4956.3994
81,4871.439
82,3869.361
83,3465.711
84,3465.711
85,3080.8188
86,3080.8188
87,3080.8188
88,2962.033
89,2962.033
90,2530.8547
91,2530.8547
92,2530.8547
93,2530.8547
94,2530.8547
95,2530.8547
96,2453.1973
97,2332.6177
98,2232.7605
99,2232.7605
100,2091.2146
101,2091.2146
102,1898.7645
103,1898.7645
104,1898.7645
105,1898.7645
106,1898.7645
107,1898.7645
108,1885.5592
109,1834.6554
110,1583.1161
111,1303.9935
112,1303.9935
113,1303.9935
114,937.73755
115,937.73755
116,796.46515
117,796.46515
118,796.46515
119,796.46515
120,796.46515
121,796.46515
122,796.46515
123,796.46515
124,796.46515
125,714.47284
126,714.47284
127,714.47284
128,714.47284
129,703.27594
130,703.27594
131,693.33215
132,693.33215
133,684.0504
134,629.64325
135,629.64325
136,580.2945
137,580.2945
138,580.2945
139,523.99414
140,523.99414
141,503.63947
142,503.63947
143,429.29004
144,429.29004
145,429.29004
146,429.29004
147,317.00867
148,317.00867
149,317.00867
150,317.00867
151,317.00867
152,315.5516
153,307.0752
154,299.7368
155,299.7368
156,297.1139
157,297.1139
158,297.1139
159,297.1139
160,297.1139
161,282.87616
162,282.87616
163,205.76625
164,205.76625
165,205.76625
166,205.76625
167,205.76625
168,205.76625
169,205.76625
170,205.76625
171,205.76625
172,205.76625
173,205.76625
174,205.76625
175,182.94104
176,182.94104
177,182.94104
178,182.94104
179,182.94104
180,182.94104
181,182.94104
182,182.94104
183,182.94104
184,182.94104
185,182.94104
186,182.94104
187,179.96747
188,179.96747
189,179.96747
190,174.75793
191,174.75793
192,174.75793
193,148.63828
194,148.63828
195,148.63828
196,138.63052
197,138.63052
198,138.63052
199,136.32971
200,136.32971
201,129.13644
202,123.24637
203,123.24637
204,123.24637
205,123.24637
206,117.23995
207,117.23995
208,115.00014
209,115.00014
210,113.27154
211,113.27154
212,113.27154
213,105.50051
214,99.80936
215,99.80936
216,99.80936
217,99.80936
218,99.71097
219,99.71097
220,99.71097
221,99.71097
222,99.71097
223,85.16873
224,85.16873
225,85.16873
226,85.16873
227,85.16873
228,79.73558
229,78.497795
230,77.34317
231,77.34317
232,77.34317
233,77.34317
234,68.64797
235,67.6962
236,67.6962
237,67.6962
238,63.339535
239,63.339535
240,63.339535
241,63.339535
242,62.831303
243,61.603672
244,61.603672
245,40.968994
246,33.350582
247,33.350582
248,33.350582
249,33.350582
250,33.350582
251,33.350582
252,33.350582
253,31.167467
254,31.167467
255,31.167467
256,31.167467
257,30.13154
258,30.13154
259,28.67186
260,28.67186
261,27.312195
262,27.312195
263,27.312195
264,26.062498
265,26.062498
266,26.062498
267,26.062498
268,20.144367
269,20.144367
270,20.144367
271,20.144367
272,20.144367
273,20.144367
274,17.474506
275,17.474506
276,17.474506
277,17.474506
278,17.474506
279,17.474506
280,17.474506
281,17.474506
282,17.474506
283,17.474506
284,17.474506
285,16.907192
286,16.907192
287,16.907192
288,16.907192
289,16.717594
290,16.717594
291,16.717594
292,16.717594
293,16.717594
294,16.717594
295,16.13836
296,16.13836
297,15.443832
298,14.012968
299,12.609267
300,12.609267
301,12.609267
302,12.457335
303,12.457335
304,12.316117
305,12.316117
306,12.316117
307,12.17324
308,12.17324
309,11.731401
310,11.573521
311,11.573521
312,10.10942
313,9.934024
314,9.934024
315,9.869259
316,8.336951
317,8.336951
318,8.336951
319,6.673011
320,6.673011
321,6.673011
322,4.788704
323,4.788704
324,4.788704
325,4.703788
326,4.703788
327,4.703788
328,4.668631
329,3.8922505
330,3.8922505
331,3.8922505
332,3.8922505
333,3.8922505
334,3.8922505
335,3.8922505
336,3.8922505
337,3.8922505
338,3.8922505
339,3.7074766
340,3.7074766
341,3.7074766
342,3.5653105
343,3.5653105
344,3.403691
345,3.403691
346,3.403691
347,3.403691
348,3.395821
349,3.395821
350,3.395821
351,3.090522
352,3.090522
353,3.090522
354,3.090522
355,2.6823115
356,2.6823115
357,2.6823115
358,2.6823115
359,2.6823115
360,2.6823115
361,2.6823115
362,2.6823115
363,2.6711876
364,2.6711876
365,2.6711876
366,2.3975413
367,2.3975413
368,2.107891
369,2.107891
370,2.107891
371,2.107891
372,2.107891
373,2.107891
374,1.9270061
375,1.9270061
376,1.9270061
377,1.9171784
378,1.9171784
379,1.9171784
380,1.7909182
381,1.7909182
382,1.7909182
383,1.7909182
384,1.7634039
385,1.7634039
386,1.4800031
387,1.4800031
388,1.4800031
389,1.4800031
390,1.4800031
391,1.4800031
392,1.4800031
393,1.4800031
394,1.4800031
395,1.3003112
396,1.0881535
397,1.0723996
398,1.0201317
399,0.77189946
400,0.77189946
401,0.77189946
402,0.77189946
403,0.77189946
404,0.77189946
405,0.77189946
406,0.77189946
407,0.76804173
408,0.76804173
409,0.76804173
410,0.68189996
411,0.68189996
412,0.68189996
413,0.68189996
414,0.45230696
415,0.45230696
416,0.45230696
417,0.45230696
418,0.45230696
419,0.45230696
420,0.45230696
421,0.45230696
422,0.45230696
423,0.45230696
424,0.45230696
425,0.45230696
426,0.4321826
427,0.4321826
428,0.31984738
429,0.31984738
430,0.31984738
431,0.31984738
432,0.31984738
433,0.31984738
434,0.31984738
435,0.31984738
436,0.29091987
437,0.29091987
438,0.29091987
439,0.29091987
440,0.29091987
441,0.28711453
442,0.28711453
443,0.26600048
