0,62039.566
1,55737.74
2,55613.42
3,49897.91
4,43634.387
5,36697.258
6,26647.24
7,26380.691
8,21746.143
9,18235.81
10,15969.019
11,14233.835
12,13362.834
13,10468.378
14,10082.122
15,7883.488
16,6783.6885
17,6515.43
18,6506.918
19,6439.6416
20,6401.92
21,6380.2827
22,6373.677
23,6309.8237
24,6254.5615
25,6233.3315
26,6230.9756
27,6211.3345
28,6094.4043
29,6073.023
30,5819.8154
31,4610.3003
32,4607.6147
33,3997.395
34,3686.7017
35,2554.46
36,2461.607
37,2391.3137
38,2324.371
39,1994.5088
40,1832.3076
41,1665.2578
42,1376.7075
43,1347.1444
44,1287.18
45,1154.0195
46,1080.0021
47,1046.24
48,980.7257
49,953.72327
50,869.7266
51,761.4297
52,657.5408
53,544.91345
54,475.9868
55,380.79056
56,370.77682
57,281.15558
58,260.72537
59,210.55396
60,199.35947
61,193.5775
62,165.02821
63,157.33673
64,149.91385
65,145.84764
66,137.29356
67,117.82146
68,80.827576
69,72.91323
70,62.83731
71,61.328903
72,48.810596
73,48.728596
74,44.204945
75,33.821117
76,29.297445
77,23.892475
78,20.429579
79,19.308367
80,18.489273
81,18.482574
82,14.40399
83,14.079727
84,13.504829
85,12.576686
86,10.981344
87,10.019269
88,8.179159
89,7.5878415
90,7.41912
91,6.205566
92,5.2408986
93,5.0528092
94,4.5739455
95,4.192807
96,3.4423623
97,3.202676
98,2.978622
99,2.5448797
100,2.2937384
101,2.261778
102,2.06848
103,2.0130363
104,1.9130613
105,1.6889137
106,1.473408
107,1.1689136
108,0.9574869
109,0.9408635
110,0.938278
111,0.91425776
112,0.90017116
113,0.73488396
114,0.7113716
115,0.67473555
116,0.661417
117,0.63306844
118,0.59038335
119,0.56777996
120,0.49669763
121,0.43033108
122,0.39871553
123,0.32291937
124,0.32266572
125,0.31678888
126,0.3079826
127,0.28307113
128,0.25341147
129,0.17012358
130,0.15872249
131,0.15813158
132,0.13778332
133,0.12891738
134,0.11947162
135,0.11890222
136,0.107934184
137,0.09505282
138,0.08247823
139,0.078212336
140,0.07062432
141,0.064047344
142,0.060163002
143,0.051602233
144,0.048006102
145,0.04088239
146,0.035889618
147,0.03340609
148,0.022254122
149,0.019754801
150,0.016731523
151,0.012484278
152,0.01152385
153,0.011451604
154,0.009411942
155,0.007725219
156,0.005347132
157,0.004463256
158,0.0041241664
159,0.0036528246
160,0.0035613517
161,0.003348742
162,0.0032791644
163,0.0030461233
164,0.0029759503
165,0.0028549847
166,0.0028333694
167,0.002578551
168,0.0025160606
169,0.0024019415
170,0.0020412516
171,0.001899435
172,0.0015431691
173,0.0014803432
174,0.0013243365
175,0.0012495271
176,9.6918887E-4
177,9.319152E-4
178,9.273846E-4
179,9.257363E-4
180,9.141469E-4
181,9.0357446E-4
182,8.014614E-4
183,7.3453743E-4
184,4.8357254E-4
185,4.824918E-4
186,4.6709957E-4
187,3.8416765E-4
188,3.8400583E-4
189,3.568025E-4
190,3.550422E-4
191,3.2057482E-4
192,2.9622175E-4
193,2.7304832E-4
194,2.6538872E-4
195,2.3007394E-4
196,2.2717264E-4
197,1.8237013E-4
198,1.4194327E-4
199,1.0967302E-4
200,1.0345116E-4
201,9.3127856E-5
202,7.1210576E-5
203,6.646941E-5
204,5.9732487E-5
205,5.196819E-5
206,4.505888E-5
207,3.921618E-5
208,3.7500595E-5
209,3.6205234E-5
210,3.6186906E-5
211,3.3336953E-5
212,3.221684E-5
213,3.1542637E-5
214,3.1163512E-5
215,2.7315038E-5
216,2.4547046E-5
217,2.3334087E-5
218,1.3547697E-5
219,1.12897105E-5
220,7.740434E-6
221,6.498222E-6
222,5.9167673E-6
223,5.7088323E-6
224,4.695346E-6
225,4.108825E-6
226,2.397473E-6
227,2.1086569E-6
228,2.0961527E-6
229,1.6986737E-6
230,1.585081E-6
231,1.4273937E-6
232,1.4227109E-6
233,1.4203409E-6
234,1.4041702E-6
235,1.3538164E-6
236,1.3451308E-6
237,1.3276708E-6
238,1.257116E-6
239,1.1692593E-6
240,1.150918E-6
241,1.0243116E-6
242,9.624462E-7
243,9.120128E-7
244,8.989328E-7
245,8.5425705E-7
246,7.90176E-7
247,7.746332E-7
248,6.368692E-7
249,6.0420825E-7
250,5.7559396E-7
251,5.6993946E-7
252,4.808702E-7
253,4.4903382E-7
254,4.1012464E-7
255,3.834404E-7
256,3.8292106E-7
257,3.767873E-7
258,3.7533286E-7
259,3.7447086E-7
260,3.3949803E-7
261,3.30341E-7
262,3.2565703E-7
263,3.0401645E-7
264,2.7998598E-7
265,2.783446E-7
266,2.5151584E-7
267,2.334742E-7
268,2.125932E-7
269,2.1046289E-7
270,2.05461E-7
271,2.0408346E-7
272,1.8301775E-7
273,1.608293E-7
274,1.499688E-7
275,1.2814044E-7
276,1.216682E-7
277,1.0850524E-7
278,9.8303744E-8
279,9.662216E-8
280,7.949864E-8
281,6.0879266E-8
282,4.5741363E-8
283,4.4414183E-8
284,4.24095E-8
285,3.7320593E-8
286,3.2810387E-8
287,2.7202224E-8
288,2.5060874E-8
289,2.3488129E-8
290,2.1676573E-8
291,1.6809304E-8
292,1.6764481E-8
293,1.4961838E-8
294,1.3847142E-8
295,1.3826623E-8
296,1.3700263E-8
297,1.1202078E-8
298,9.451343E-9
299,8.871062E-9
300,8.524091E-9
301,7.4236635E-9
302,7.371175E-9
303,4.3571107E-9
304,3.6807835E-9
305,3.1423968E-9
306,3.1221123E-9
307,2.9034906E-9
308,2.8879654E-9
309,2.7277944E-9
310,2.6911777E-9
311,2.4311078E-9
312,2.3201268E-9
313,1.6487615E-9
314,1.3629875E-9
315,1.2037628E-9
316,1.0144329E-9
317,9.855158E-10
318,9.52023E-10
319,8.8052304E-10
320,6.4080174E-10
321,5.423476E-10
322,4.5199133E-10
323,3.885096E-10
324,3.4298525E-10
325,3.4126077E-10
326,2.6947689E-10
327,2.5467414E-10
328,2.017786E-10
329,1.7765162E-10
330,1.5938567E-10
331,1.3604656E-10
332,1.3344607E-10
333,1.0913534E-10
334,1.051799E-10
335,8.667998E-11
336,8.6053206E-11
337,7.668725E-11
338,5.1899998E-11
339,5.1794468E-11
340,4.7785543E-11
341,4.0110408E-11
342,2.0400015E-11
343,1.6897289E-11
344,1.6315222E-11
345,1.2472501E-11
346,1.0439089E-11
347,1.0097936E-11
348,8.856302E-12
349,7.249246E-12
350,5.4216688E-12
351,3.636085E-12
352,3.2303778E-12
353,3.1252381E-12
